year,slot,section,passage,question,options,answer_type,correct_answer
2024,3,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.Languages become endangered and die out for many reasons. Sadly, the physical annihilation of communities of native speakers of a language is all too often the cause of language extinction. In North America, European colonists brought death and destruction to many Native American communities. This was followed by US federal policies restricting the use of indigenous languages, including the removal of native children from their communities to federal boarding schools where native languages and cultural practices were prohibited. As many as 75 percent of the languages spoken in the territories that became the United States have gone extinct, with slightly better language survival rates in Central and South America . . .Even without physical annihilation and prohibitions against language use, the language of the ""dominant"" cultures may drive other languages into extinction; young people see education, jobs, culture and technology associated with the dominant language and focus their attention on that language. The largest language ""killers"" are English, Spanish, Portuguese, French, Russian, Hindi, and Chinese, all of which have privileged status as dominant languages threatening minority languages.When we lose a language, we lose the worldview, culture and knowledge of the people who spoke it, constituting a loss to all humanity. People around the world live in direct contact with their native environment, their habitat. When the language they speak goes extinct, the rest of humanity loses their knowledge of that environment, their wisdom about the relationship between local plants and illness, their philosophical and religious beliefs as well as their native cultural expression (in music, visual art and poetry) that has enriched both the speakers of that language and others who would have encountered that culture. . . . As educators deeply immersed in the liberal arts, we believe that educating students broadly in all facets of language and culture . . . yields immense rewards. Some individuals educated in the liberal arts tradition will pursue advanced study in linguistics and become actively engaged in language preservation, setting out for the Amazon, for example, with video recording equipment to interview the last surviving elders in a community to record and document a language spoken by no children. Certainly, though, the vast majority of students will not pursue this kind of activity. For these students, a liberal arts education is absolutely critical from the twin perspectives of language extinction and global citizenship. When students study languages other than their own, they are sensitized to the existence of different cultural perspectives and practices. With such an education, students are more likely to be able to articulate insights into their own cultural biases, be more empathetic to individuals of other cultures, communicate successfully across linguistic and cultural differences, consider and resolve questions in a way that reflects multiple cultural perspectives, and, ultimately extend support to people, programs, practices, and policies that support the preservation of endangered languages.There is ample evidence that such preservation can work in languages spiraling toward extinction. For example, Navajo, Cree and Inuit communities have established schools in which these languages are the language of instruction and the number of speakers of each has increased.",It can be inferred from the passage that it is likely South America had a slightly better language survival rate than North America for all of the following reasons EXCEPT:,European colonists allowed children of native speakers to stay at home with their families. | not many native speakers were killed by European colonists. | the colonial government was unable to mainstream the locals. | locals were provided job opportunities in the colonial administration.,MCQ,D
2024,3,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.Languages become endangered and die out for many reasons. Sadly, the physical annihilation of communities of native speakers of a language is all too often the cause of language extinction. In North America, European colonists brought death and destruction to many Native American communities. This was followed by US federal policies restricting the use of indigenous languages, including the removal of native children from their communities to federal boarding schools where native languages and cultural practices were prohibited. As many as 75 percent of the languages spoken in the territories that became the United States have gone extinct, with slightly better language survival rates in Central and South America . . .Even without physical annihilation and prohibitions against language use, the language of the ""dominant"" cultures may drive other languages into extinction; young people see education, jobs, culture and technology associated with the dominant language and focus their attention on that language. The largest language ""killers"" are English, Spanish, Portuguese, French, Russian, Hindi, and Chinese, all of which have privileged status as dominant languages threatening minority languages.When we lose a language, we lose the worldview, culture and knowledge of the people who spoke it, constituting a loss to all humanity. People around the world live in direct contact with their native environment, their habitat. When the language they speak goes extinct, the rest of humanity loses their knowledge of that environment, their wisdom about the relationship between local plants and illness, their philosophical and religious beliefs as well as their native cultural expression (in music, visual art and poetry) that has enriched both the speakers of that language and others who would have encountered that culture. . . . As educators deeply immersed in the liberal arts, we believe that educating students broadly in all facets of language and culture . . . yields immense rewards. Some individuals educated in the liberal arts tradition will pursue advanced study in linguistics and become actively engaged in language preservation, setting out for the Amazon, for example, with video recording equipment to interview the last surviving elders in a community to record and document a language spoken by no children. Certainly, though, the vast majority of students will not pursue this kind of activity. For these students, a liberal arts education is absolutely critical from the twin perspectives of language extinction and global citizenship. When students study languages other than their own, they are sensitized to the existence of different cultural perspectives and practices. With such an education, students are more likely to be able to articulate insights into their own cultural biases, be more empathetic to individuals of other cultures, communicate successfully across linguistic and cultural differences, consider and resolve questions in a way that reflects multiple cultural perspectives, and, ultimately extend support to people, programs, practices, and policies that support the preservation of endangered languages.There is ample evidence that such preservation can work in languages spiraling toward extinction. For example, Navajo, Cree and Inuit communities have established schools in which these languages are the language of instruction and the number of speakers of each has increased.","Which one of the following hypothetical scenarios, if true, would most strongly undermine the central ideas of the passage?","A liberal arts education requires that, in addition to being fluent in English, students gain fluency in two of the top five most spoken languages globally. | Schools that teach endangered languages can preserve the language only for a generation. | Recording a dying language that has only a few remaining speakers freezes it in time: it stops evolving further. | Most liberal arts students will pursue jobs in publishing and human resource management rather than doctorates in linguistics.",MCQ,A
2024,3,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.Languages become endangered and die out for many reasons. Sadly, the physical annihilation of communities of native speakers of a language is all too often the cause of language extinction. In North America, European colonists brought death and destruction to many Native American communities. This was followed by US federal policies restricting the use of indigenous languages, including the removal of native children from their communities to federal boarding schools where native languages and cultural practices were prohibited. As many as 75 percent of the languages spoken in the territories that became the United States have gone extinct, with slightly better language survival rates in Central and South America . . .Even without physical annihilation and prohibitions against language use, the language of the ""dominant"" cultures may drive other languages into extinction; young people see education, jobs, culture and technology associated with the dominant language and focus their attention on that language. The largest language ""killers"" are English, Spanish, Portuguese, French, Russian, Hindi, and Chinese, all of which have privileged status as dominant languages threatening minority languages.When we lose a language, we lose the worldview, culture and knowledge of the people who spoke it, constituting a loss to all humanity. People around the world live in direct contact with their native environment, their habitat. When the language they speak goes extinct, the rest of humanity loses their knowledge of that environment, their wisdom about the relationship between local plants and illness, their philosophical and religious beliefs as well as their native cultural expression (in music, visual art and poetry) that has enriched both the speakers of that language and others who would have encountered that culture. . . . As educators deeply immersed in the liberal arts, we believe that educating students broadly in all facets of language and culture . . . yields immense rewards. Some individuals educated in the liberal arts tradition will pursue advanced study in linguistics and become actively engaged in language preservation, setting out for the Amazon, for example, with video recording equipment to interview the last surviving elders in a community to record and document a language spoken by no children. Certainly, though, the vast majority of students will not pursue this kind of activity. For these students, a liberal arts education is absolutely critical from the twin perspectives of language extinction and global citizenship. When students study languages other than their own, they are sensitized to the existence of different cultural perspectives and practices. With such an education, students are more likely to be able to articulate insights into their own cultural biases, be more empathetic to individuals of other cultures, communicate successfully across linguistic and cultural differences, consider and resolve questions in a way that reflects multiple cultural perspectives, and, ultimately extend support to people, programs, practices, and policies that support the preservation of endangered languages.There is ample evidence that such preservation can work in languages spiraling toward extinction. For example, Navajo, Cree and Inuit communities have established schools in which these languages are the language of instruction and the number of speakers of each has increased.","In the context of the passage, which one of the following hypothetical scenarios, if true, is NOT an example of the kind of loss that occurs when a language becomes extinct?","The Inuits of Alaska have 35 different words to describe the texture of snow. When the language becomes extinct, we will lose that understanding of nature. | The Lamkangs of Manipur have only 3 remaining native speakers of the language. When they die, we will lose one more group from the government list of indigenous tribes. | The Andamanese language has a word to describe someone who has lost a step-sister. When the language dies, we will lose the concept of the word and the emotions it evokes. | The Nicobarese language describes 20 different moods of the ocean. By the time the last speaker is educated in a Central Board school, they will have forgotten their language.",MCQ,B
2024,3,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.Languages become endangered and die out for many reasons. Sadly, the physical annihilation of communities of native speakers of a language is all too often the cause of language extinction. In North America, European colonists brought death and destruction to many Native American communities. This was followed by US federal policies restricting the use of indigenous languages, including the removal of native children from their communities to federal boarding schools where native languages and cultural practices were prohibited. As many as 75 percent of the languages spoken in the territories that became the United States have gone extinct, with slightly better language survival rates in Central and South America . . .Even without physical annihilation and prohibitions against language use, the language of the ""dominant"" cultures may drive other languages into extinction; young people see education, jobs, culture and technology associated with the dominant language and focus their attention on that language. The largest language ""killers"" are English, Spanish, Portuguese, French, Russian, Hindi, and Chinese, all of which have privileged status as dominant languages threatening minority languages.When we lose a language, we lose the worldview, culture and knowledge of the people who spoke it, constituting a loss to all humanity. People around the world live in direct contact with their native environment, their habitat. When the language they speak goes extinct, the rest of humanity loses their knowledge of that environment, their wisdom about the relationship between local plants and illness, their philosophical and religious beliefs as well as their native cultural expression (in music, visual art and poetry) that has enriched both the speakers of that language and others who would have encountered that culture. . . . As educators deeply immersed in the liberal arts, we believe that educating students broadly in all facets of language and culture . . . yields immense rewards. Some individuals educated in the liberal arts tradition will pursue advanced study in linguistics and become actively engaged in language preservation, setting out for the Amazon, for example, with video recording equipment to interview the last surviving elders in a community to record and document a language spoken by no children. Certainly, though, the vast majority of students will not pursue this kind of activity. For these students, a liberal arts education is absolutely critical from the twin perspectives of language extinction and global citizenship. When students study languages other than their own, they are sensitized to the existence of different cultural perspectives and practices. With such an education, students are more likely to be able to articulate insights into their own cultural biases, be more empathetic to individuals of other cultures, communicate successfully across linguistic and cultural differences, consider and resolve questions in a way that reflects multiple cultural perspectives, and, ultimately extend support to people, programs, practices, and policies that support the preservation of endangered languages.There is ample evidence that such preservation can work in languages spiraling toward extinction. For example, Navajo, Cree and Inuit communities have established schools in which these languages are the language of instruction and the number of speakers of each has increased.","There is a sentence that is missing in the paragraph below. Look at the paragraph and decide where (option 1, 2, 3, or 4) the following sentence would best fit.Sentence: This reality is putting stress on employees who have to pay for transport, desk lunches, more childcare, clothing and that after-work socialisation – costs they haven't incurred for nearly two years.Paragraph: ___(1)___. Prices are rising at their fastest rate in 40 years, consequently, return-to-office-related costs have shot up – think petrol and food, for instance. ___(2)___. Yet wages haven't kept up with inflation – even despite the salary growth many workers have enjoyed during a favourable pandemic labour market. ___(3)___. This is especially jarring for workers who were able to save during remote work, when these expenditures weren't a factor. ___(4)___. In April 2022, Umus, a London university lecturer, told BBC Worklife that they were spending nearly a quarter of what they made every day on return-to-work costs.",Option 2 | Option 3 | Option 1 | Option 4,MCQ,B
2024,3,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.Moutai has been the global booze sensation of the decade. A bottle of its Flying Fairy which sold in the 1980s for the equivalent of a dollar now retails for $400. Moutai's listed shares have soared by almost 600% in the past five years, outpacing the likes of Amazon. . . . It does this while disregarding every Western marketing mantra. It is not global, has meagre digital sales and does not appeal to millennials. It scores pitifully on environmental, social and governance measures. In the Boy Scout world of Western business it would leave a bad taste, in more ways than one.Moutai owes its intoxicating success to three factors—not all of them easy to emulate. First, it profits from Chinese nationalism. Moutai is known as the ""national liquor"". It was used to raise spirits and disinfect wounds in Mao's Long March. It was Premier Zhou Enlai's favourite tipple, shared with Richard Nixon in 1972. Its centuries-old craftsmanship—it is distilled eight times and stored for years in earthenware jars—is a source of national pride. It also claims to be hangover-proof, which would make it an invention to rival gunpowder.... Second, it chose to serve China's super-rich rather than its middle class. Markets are littered with the corpses of firms that could not compete in the cut-throat battle for Chinese middle-class wallets. And the country's premium market is massive—at 73m-strong, bigger than the population of France, notes Euan McLeish of Bernstein, an investment firm, and still less crowded with prestige brands than advanced economies. Moutai is to these well-heeled drinkers what vintage champagne is to the rest of the world.....Third, Moutai looks beyond affluent millennials and digital natives. The elderly and the middle-aged, it found, can be just as lucrative. Its biggest market now is (male) drinkers in their mid-30s. Many have no siblings, thanks to four decades of China's one-child policy—which also means their elderly parents can splash out on weddings and banquets. Moutai is often a guest of honour.Moutai has succeeded thanks to nationalism, elitism and ageism, in other words—not in spite of this unholy trinity. But it faces risks. The government is its largest shareholder—and a meddlesome one. It appears to want prices to remain stable. Exorbitantly priced booze is at odds with its professed socialist ideals. Yet minority investors—including many foreign funds—lament that Moutai's wholesale price is a third of what it sells for in shops. Raising it could boost the company's profits further. Instead, in what some see as a travesty of corporate governance, its majority owner has plans to set up its own sales channel.....In the long run, its biggest risk may be millennials. As they grow older, health concerns, work-life balance and the desire for more wholesome pursuits than binge-drinking may curb the ""Ganbei!"" toasting culture [heavy drinking] on which so much of the demand for Moutai rests. For the time being, though, the party goes on.",Which one of the following is both a reason for Moutai's success as well as a possible threat to that success?,Its appeal to the rich. | Government involvement in its business. | Its appeal to the older age group. | Chinese love of liquor filled celebration.,MCQ,C
2024,3,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.Moutai has been the global booze sensation of the decade. A bottle of its Flying Fairy which sold in the 1980s for the equivalent of a dollar now retails for $400. Moutai's listed shares have soared by almost 600% in the past five years, outpacing the likes of Amazon. . . . It does this while disregarding every Western marketing mantra. It is not global, has meagre digital sales and does not appeal to millennials. It scores pitifully on environmental, social and governance measures. In the Boy Scout world of Western business it would leave a bad taste, in more ways than one.Moutai owes its intoxicating success to three factors—not all of them easy to emulate. First, it profits from Chinese nationalism. Moutai is known as the ""national liquor"". It was used to raise spirits and disinfect wounds in Mao's Long March. It was Premier Zhou Enlai's favourite tipple, shared with Richard Nixon in 1972. Its centuries-old craftsmanship—it is distilled eight times and stored for years in earthenware jars—is a source of national pride. It also claims to be hangover-proof, which would make it an invention to rival gunpowder.... Second, it chose to serve China's super-rich rather than its middle class. Markets are littered with the corpses of firms that could not compete in the cut-throat battle for Chinese middle-class wallets. And the country's premium market is massive—at 73m-strong, bigger than the population of France, notes Euan McLeish of Bernstein, an investment firm, and still less crowded with prestige brands than advanced economies. Moutai is to these well-heeled drinkers what vintage champagne is to the rest of the world.....Third, Moutai looks beyond affluent millennials and digital natives. The elderly and the middle-aged, it found, can be just as lucrative. Its biggest market now is (male) drinkers in their mid-30s. Many have no siblings, thanks to four decades of China's one-child policy—which also means their elderly parents can splash out on weddings and banquets. Moutai is often a guest of honour.Moutai has succeeded thanks to nationalism, elitism and ageism, in other words—not in spite of this unholy trinity. But it faces risks. The government is its largest shareholder—and a meddlesome one. It appears to want prices to remain stable. Exorbitantly priced booze is at odds with its professed socialist ideals. Yet minority investors—including many foreign funds—lament that Moutai's wholesale price is a third of what it sells for in shops. Raising it could boost the company's profits further. Instead, in what some see as a travesty of corporate governance, its majority owner has plans to set up its own sales channel.....In the long run, its biggest risk may be millennials. As they grow older, health concerns, work-life balance and the desire for more wholesome pursuits than binge-drinking may curb the ""Ganbei!"" toasting culture [heavy drinking] on which so much of the demand for Moutai rests. For the time being, though, the party goes on.","In the context of the passage we can infer that to succeed in the liquor industry in China, a marketing firm must consider all of the following factors affecting the Chinese liquor market EXCEPT that",the competition for winning over the middle class is very stiff. | there is money to be made from marketing to the middle class. | the government may control the pricing of products. | there are few competitors to meet the demands of high end liquor consumers.,MCQ,B
2024,3,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.Moutai has been the global booze sensation of the decade. A bottle of its Flying Fairy which sold in the 1980s for the equivalent of a dollar now retails for $400. Moutai's listed shares have soared by almost 600% in the past five years, outpacing the likes of Amazon. . . . It does this while disregarding every Western marketing mantra. It is not global, has meagre digital sales and does not appeal to millennials. It scores pitifully on environmental, social and governance measures. In the Boy Scout world of Western business it would leave a bad taste, in more ways than one.Moutai owes its intoxicating success to three factors—not all of them easy to emulate. First, it profits from Chinese nationalism. Moutai is known as the ""national liquor"". It was used to raise spirits and disinfect wounds in Mao's Long March. It was Premier Zhou Enlai's favourite tipple, shared with Richard Nixon in 1972. Its centuries-old craftsmanship—it is distilled eight times and stored for years in earthenware jars—is a source of national pride. It also claims to be hangover-proof, which would make it an invention to rival gunpowder.... Second, it chose to serve China's super-rich rather than its middle class. Markets are littered with the corpses of firms that could not compete in the cut-throat battle for Chinese middle-class wallets. And the country's premium market is massive—at 73m-strong, bigger than the population of France, notes Euan McLeish of Bernstein, an investment firm, and still less crowded with prestige brands than advanced economies. Moutai is to these well-heeled drinkers what vintage champagne is to the rest of the world.....Third, Moutai looks beyond affluent millennials and digital natives. The elderly and the middle-aged, it found, can be just as lucrative. Its biggest market now is (male) drinkers in their mid-30s. Many have no siblings, thanks to four decades of China's one-child policy—which also means their elderly parents can splash out on weddings and banquets. Moutai is often a guest of honour.Moutai has succeeded thanks to nationalism, elitism and ageism, in other words—not in spite of this unholy trinity. But it faces risks. The government is its largest shareholder—and a meddlesome one. It appears to want prices to remain stable. Exorbitantly priced booze is at odds with its professed socialist ideals. Yet minority investors—including many foreign funds—lament that Moutai's wholesale price is a third of what it sells for in shops. Raising it could boost the company's profits further. Instead, in what some see as a travesty of corporate governance, its majority owner has plans to set up its own sales channel.....In the long run, its biggest risk may be millennials. As they grow older, health concerns, work-life balance and the desire for more wholesome pursuits than binge-drinking may curb the ""Ganbei!"" toasting culture [heavy drinking] on which so much of the demand for Moutai rests. For the time being, though, the party goes on.","In the context of the passage, it is most likely that the author refers to Moutai's marketing strategy as ""the unholy trinity"" because",it profits from Chinese nationalist feelings. | it exposes the firm to long term risks. | it contradicts the Western strategy of marketing. | there is nothing holy about marketing techniques for liquor.,MCQ,C
2024,3,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.Moutai has been the global booze sensation of the decade. A bottle of its Flying Fairy which sold in the 1980s for the equivalent of a dollar now retails for $400. Moutai's listed shares have soared by almost 600% in the past five years, outpacing the likes of Amazon. . . . It does this while disregarding every Western marketing mantra. It is not global, has meagre digital sales and does not appeal to millennials. It scores pitifully on environmental, social and governance measures. In the Boy Scout world of Western business it would leave a bad taste, in more ways than one.Moutai owes its intoxicating success to three factors—not all of them easy to emulate. First, it profits from Chinese nationalism. Moutai is known as the ""national liquor"". It was used to raise spirits and disinfect wounds in Mao's Long March. It was Premier Zhou Enlai's favourite tipple, shared with Richard Nixon in 1972. Its centuries-old craftsmanship—it is distilled eight times and stored for years in earthenware jars—is a source of national pride. It also claims to be hangover-proof, which would make it an invention to rival gunpowder.... Second, it chose to serve China's super-rich rather than its middle class. Markets are littered with the corpses of firms that could not compete in the cut-throat battle for Chinese middle-class wallets. And the country's premium market is massive—at 73m-strong, bigger than the population of France, notes Euan McLeish of Bernstein, an investment firm, and still less crowded with prestige brands than advanced economies. Moutai is to these well-heeled drinkers what vintage champagne is to the rest of the world.....Third, Moutai looks beyond affluent millennials and digital natives. The elderly and the middle-aged, it found, can be just as lucrative. Its biggest market now is (male) drinkers in their mid-30s. Many have no siblings, thanks to four decades of China's one-child policy—which also means their elderly parents can splash out on weddings and banquets. Moutai is often a guest of honour.Moutai has succeeded thanks to nationalism, elitism and ageism, in other words—not in spite of this unholy trinity. But it faces risks. The government is its largest shareholder—and a meddlesome one. It appears to want prices to remain stable. Exorbitantly priced booze is at odds with its professed socialist ideals. Yet minority investors—including many foreign funds—lament that Moutai's wholesale price is a third of what it sells for in shops. Raising it could boost the company's profits further. Instead, in what some see as a travesty of corporate governance, its majority owner has plans to set up its own sales channel.....In the long run, its biggest risk may be millennials. As they grow older, health concerns, work-life balance and the desire for more wholesome pursuits than binge-drinking may curb the ""Ganbei!"" toasting culture [heavy drinking] on which so much of the demand for Moutai rests. For the time being, though, the party goes on.","The phrase ""would make it an invention to rival gunpowder"" has been used in the passage in a sense that is",substantive. | metaphorical. | literal. | synonymical.,MCQ,B
2024,3,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.Moutai has been the global booze sensation of the decade. A bottle of its Flying Fairy which sold in the 1980s for the equivalent of a dollar now retails for $400. Moutai's listed shares have soared by almost 600% in the past five years, outpacing the likes of Amazon. . . . It does this while disregarding every Western marketing mantra. It is not global, has meagre digital sales and does not appeal to millennials. It scores pitifully on environmental, social and governance measures. In the Boy Scout world of Western business it would leave a bad taste, in more ways than one.Moutai owes its intoxicating success to three factors—not all of them easy to emulate. First, it profits from Chinese nationalism. Moutai is known as the ""national liquor"". It was used to raise spirits and disinfect wounds in Mao's Long March. It was Premier Zhou Enlai's favourite tipple, shared with Richard Nixon in 1972. Its centuries-old craftsmanship—it is distilled eight times and stored for years in earthenware jars—is a source of national pride. It also claims to be hangover-proof, which would make it an invention to rival gunpowder.... Second, it chose to serve China's super-rich rather than its middle class. Markets are littered with the corpses of firms that could not compete in the cut-throat battle for Chinese middle-class wallets. And the country's premium market is massive—at 73m-strong, bigger than the population of France, notes Euan McLeish of Bernstein, an investment firm, and still less crowded with prestige brands than advanced economies. Moutai is to these well-heeled drinkers what vintage champagne is to the rest of the world.....Third, Moutai looks beyond affluent millennials and digital natives. The elderly and the middle-aged, it found, can be just as lucrative. Its biggest market now is (male) drinkers in their mid-30s. Many have no siblings, thanks to four decades of China's one-child policy—which also means their elderly parents can splash out on weddings and banquets. Moutai is often a guest of honour.Moutai has succeeded thanks to nationalism, elitism and ageism, in other words—not in spite of this unholy trinity. But it faces risks. The government is its largest shareholder—and a meddlesome one. It appears to want prices to remain stable. Exorbitantly priced booze is at odds with its professed socialist ideals. Yet minority investors—including many foreign funds—lament that Moutai's wholesale price is a third of what it sells for in shops. Raising it could boost the company's profits further. Instead, in what some see as a travesty of corporate governance, its majority owner has plans to set up its own sales channel.....In the long run, its biggest risk may be millennials. As they grow older, health concerns, work-life balance and the desire for more wholesome pursuits than binge-drinking may curb the ""Ganbei!"" toasting culture [heavy drinking] on which so much of the demand for Moutai rests. For the time being, though, the party goes on.","Five jumbled up sentences (labelled 1, 2, 3, 4 and 5), related to a topic, are given below. Four of them can be put together to form a coherent paragraph. Identify the odd sentence and key in the number of that sentence as your answer.1. To create a synapse, the neuron has specialized structures, often seen as tiny swellings, at its terminal end of the axon where it stores the chemicals that are emitted to transmit a signal to the next neuron.2. This fetal warm-up act—the soldering of neural connections before the eyes actually function—is crucial to the performance of the visual system.3. The reasons for this paring back of synapses is a mystery, but synaptic pruning is thought to sharpen and reinforce the ""correct"" synapses, while removing the weak and unnecessary ones.4. Neural connections between the eyes and the brain are formed long before birth, establishing the wiring and the circuitry that allow a child to begin visualizing the world the minute she emerges from the womb.5. During this rehearsal period, synapses—points of chemical connection—between nerve cells are generated in great excess, only to be pruned back during later development.",,Numerical,1
2024,3,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.Moutai has been the global booze sensation of the decade. A bottle of its Flying Fairy which sold in the 1980s for the equivalent of a dollar now retails for $400. Moutai's listed shares have soared by almost 600% in the past five years, outpacing the likes of Amazon. . . . It does this while disregarding every Western marketing mantra. It is not global, has meagre digital sales and does not appeal to millennials. It scores pitifully on environmental, social and governance measures. In the Boy Scout world of Western business it would leave a bad taste, in more ways than one.Moutai owes its intoxicating success to three factors—not all of them easy to emulate. First, it profits from Chinese nationalism. Moutai is known as the ""national liquor"". It was used to raise spirits and disinfect wounds in Mao's Long March. It was Premier Zhou Enlai's favourite tipple, shared with Richard Nixon in 1972. Its centuries-old craftsmanship—it is distilled eight times and stored for years in earthenware jars—is a source of national pride. It also claims to be hangover-proof, which would make it an invention to rival gunpowder.... Second, it chose to serve China's super-rich rather than its middle class. Markets are littered with the corpses of firms that could not compete in the cut-throat battle for Chinese middle-class wallets. And the country's premium market is massive—at 73m-strong, bigger than the population of France, notes Euan McLeish of Bernstein, an investment firm, and still less crowded with prestige brands than advanced economies. Moutai is to these well-heeled drinkers what vintage champagne is to the rest of the world.....Third, Moutai looks beyond affluent millennials and digital natives. The elderly and the middle-aged, it found, can be just as lucrative. Its biggest market now is (male) drinkers in their mid-30s. Many have no siblings, thanks to four decades of China's one-child policy—which also means their elderly parents can splash out on weddings and banquets. Moutai is often a guest of honour.Moutai has succeeded thanks to nationalism, elitism and ageism, in other words—not in spite of this unholy trinity. But it faces risks. The government is its largest shareholder—and a meddlesome one. It appears to want prices to remain stable. Exorbitantly priced booze is at odds with its professed socialist ideals. Yet minority investors—including many foreign funds—lament that Moutai's wholesale price is a third of what it sells for in shops. Raising it could boost the company's profits further. Instead, in what some see as a travesty of corporate governance, its majority owner has plans to set up its own sales channel.....In the long run, its biggest risk may be millennials. As they grow older, health concerns, work-life balance and the desire for more wholesome pursuits than binge-drinking may curb the ""Ganbei!"" toasting culture [heavy drinking] on which so much of the demand for Moutai rests. For the time being, though, the party goes on.","Five jumbled up sentences (labelled 1, 2, 3, 4 and 5), related to a topic, are given below. Four of them can be put together to form a coherent paragraph. Identify the odd sentence and key in the number of that sentence as your answer.1. Part of the appeal of forecasting is not just that it seems to work, but that you don't seem to need specialized expertise to succeed at it.2. The tight connection between forecasting and building a model of the world helps explain why so much of the early interest in the idea came from the intelligence community. 3. This was true even though the latter had access to classified intelligence.4. One frequently cited study found that accurate forecasters' predictions of geopolitical events, when aggregated using standard scientific methods, were more accurate than the forecasts of members of the US intelligence community who answered the same questions in a confidential prediction market.5. The aggregated opinions of non-experts doing forecasting have proven to be a better guide to the future than the aggregated opinions of experts.",,Numerical,2
2024,3,VARC,"The passage below is accompanied by four questions. Based on the passage, choose the best answer for each question.Moutai has been the global booze sensation of the decade. A bottle of its Flying Fairy which sold in the 1980s for the equivalent of a dollar now retails for $400. Moutai's listed shares have soared by almost 600% in the past five years, outpacing the likes of Amazon. . . . It does this while disregarding every Western marketing mantra. It is not global, has meagre digital sales and does not appeal to millennials. It scores pitifully on environmental, social and governance measures. In the Boy Scout world of Western business it would leave a bad taste, in more ways than one.Moutai owes its intoxicating success to three factors—not all of them easy to emulate. First, it profits from Chinese nationalism. Moutai is known as the ""national liquor"". It was used to raise spirits and disinfect wounds in Mao's Long March. It was Premier Zhou Enlai's favourite tipple, shared with Richard Nixon in 1972. Its centuries-old craftsmanship—it is distilled eight times and stored for years in earthenware jars—is a source of national pride. It also claims to be hangover-proof, which would make it an invention to rival gunpowder.... Second, it chose to serve China's super-rich rather than its middle class. Markets are littered with the corpses of firms that could not compete in the cut-throat battle for Chinese middle-class wallets. And the country's premium market is massive—at 73m-strong, bigger than the population of France, notes Euan McLeish of Bernstein, an investment firm, and still less crowded with prestige brands than advanced economies. Moutai is to these well-heeled drinkers what vintage champagne is to the rest of the world.....Third, Moutai looks beyond affluent millennials and digital natives. The elderly and the middle-aged, it found, can be just as lucrative. Its biggest market now is (male) drinkers in their mid-30s. Many have no siblings, thanks to four decades of China's one-child policy—which also means their elderly parents can splash out on weddings and banquets. Moutai is often a guest of honour.Moutai has succeeded thanks to nationalism, elitism and ageism, in other words—not in spite of this unholy trinity. But it faces risks. The government is its largest shareholder—and a meddlesome one. It appears to want prices to remain stable. Exorbitantly priced booze is at odds with its professed socialist ideals. Yet minority investors—including many foreign funds—lament that Moutai's wholesale price is a third of what it sells for in shops. Raising it could boost the company's profits further. Instead, in what some see as a travesty of corporate governance, its majority owner has plans to set up its own sales channel.....In the long run, its biggest risk may be millennials. As they grow older, health concerns, work-life balance and the desire for more wholesome pursuits than binge-drinking may curb the ""Ganbei!"" toasting culture [heavy drinking] on which so much of the demand for Moutai rests. For the time being, though, the party goes on.","The passage given below is followed by four alternate summaries. Choose the option that best captures the essence of the passage. When the tradwife puts on that georgic, pinstriped dress, she is not just admiring the visual cues of a fantastical past. She takes these dreams of storybook bliss literally, tracing them backward in time until she reaches a logical conclusion that satisfies her. And by doing so, she ends up delivering an unhappy reminder of just how much our lives consist of artifice and playacting. The tradwife outrages people because of her deliberately regressive ideals. And yet her behaviour is, on some level, indistinguishable from the nontradwife's. The tradwife's trollish genius is to beat us at our own dress-up game. By insisting that the idyllic cottage daydream should be real, right down to the primitive gender roles, she leaves others feeling hollow, cheated. The hullabaloo and headaches she causes may be the price we pay for taking too many things at face value: our just deserts, served Instagram-perfect by a manicured hand on a gorgeous ceramic dish, with fat, mouthwatering maraschino cherries on top.","The tradwife, with her vintage dress and traditional roles, highlights the superficiality of modern life and challenges current societal norms. | The tradwife's commitment to outdated gender roles and retro fashion critiques the superficiality of today's societal ideals. | By promoting an idealized past, the tradwife exposes the artifice of contemporary values and mocks societal norms. | The tradwife's vintage dress and adherence to traditional roles reveal the artificial nature of modern life and its superficial values.",MCQ,A
