Year,Slot,Section,Context,QuestionText,OptionA,OptionB,OptionC,OptionD,AnswerType,CorrectAnswer,ImageFiles,Unnamed: 12,Unnamed: 13,tag
2023,3,DI-LR,"A, B, C, D, E and F are the six police stations in an area, which are connected
                            by streets as shown below. Four teams â Team 1, Team 2, Team 3 and Team 4 â patrol
                            these streets continuously between 09:00 hrs. and 12:00 hrs. each day. The teams need 30
                            minutes to cross a street connecting one police station to another. All four teams start
                            from Station A at 09:00 hrs. and must return to Station A by 12:00 hrs. They can also pass
                            via Station A at any point on their journeys. The following facts are
                            known: 1. None of the streets has more than one team traveling along it in any
                            direction at any point in time. 2. Teams 2 and 3 are the only ones in stations E and D
                            respectively at 10:00 hrs. 3. Teams 1 and 3 are the only ones in station E at 10:30
                            hrs. 4. Teams 1 and 4 are the only ones in stations B and E respectively at 11:30
                            hrs. 5. Team 1 and Team 4 are the only teams that patrol the street connecting stations
                            A and E. 6. Team 4 never passes through Stations B, D or F.",How many times do the teams pass through Station B in a day?,,,,,Numerical,2,images\2023_slot3_scen4_1.jpg,,,
2023,3,DI-LR,"A, B, C, D, E and F are the six police stations in an area, which are connected
                            by streets as shown below. Four teams â Team 1, Team 2, Team 3 and Team 4 â patrol
                            these streets continuously between 09:00 hrs. and 12:00 hrs. each day. The teams need 30
                            minutes to cross a street connecting one police station to another. All four teams start
                            from Station A at 09:00 hrs. and must return to Station A by 12:00 hrs. They can also pass
                            via Station A at any point on their journeys. The following facts are
                            known: 1. None of the streets has more than one team traveling along it in any
                            direction at any point in time. 2. Teams 2 and 3 are the only ones in stations E and D
                            respectively at 10:00 hrs. 3. Teams 1 and 3 are the only ones in station E at 10:30
                            hrs. 4. Teams 1 and 4 are the only ones in stations B and E respectively at 11:30
                            hrs. 5. Team 1 and Team 4 are the only teams that patrol the street connecting stations
                            A and E. 6. Team 4 never passes through Stations B, D or F.",How many times does Team 4 pass through Station E in a day?,,,,,Numerical,2,images\2023_slot3_scen4_1.jpg,,,
2024,1,DI-LR,"Six web surfers M, N, O, P, X, and Y each had 30 stars which they distributed
                            among four bloggers A, B, C, and D. The number of stars received by A and B from the six web
                            surfers is shown in the figure below. The following additional facts are known regarding the number
                            of stars received by the bloggers from the surfers. 1. The numbers of stars
                            received by the bloggers from the surfers were all multiples of 5 (including 0). 2. The
                            total numbers of stars received by the bloggers were the same. 3. Each blogger received
                            a different number of stars from M. 4. Two surfers gave all their stars to a single
                            blogger. 5. D received more stars than C from Y.",What was the total number of stars received by D?,,,,,Numerical,45,images\2024_slot1_scen1_1.jpg,,,
2024,1,DI-LR,"Six web surfers M, N, O, P, X, and Y each had 30 stars which they distributed
                            among four bloggers A, B, C, and D. The number of stars received by A and B from the six web
                            surfers is shown in the figure below. The following additional facts are known regarding the number
                            of stars received by the bloggers from the surfers. 1. The numbers of stars
                            received by the bloggers from the surfers were all multiples of 5 (including 0). 2. The
                            total numbers of stars received by the bloggers were the same. 3. Each blogger received
                            a different number of stars from M. 4. Two surfers gave all their stars to a single
                            blogger. 5. D received more stars than C from Y.",How many surfers distributed their stars among exactly 2 bloggers?,,,,,Numerical,2,images\2024_slot1_scen1_1.jpg,,,
2024,1,DI-LR,"The chart below provides complete information about the number of countries
                            visited by Dheeraj, Samantha and Nitesh, in Asia, Europe and the rest of the world
                            (ROW). The following additional facts are known about the countries visited
                            by them. 1. 32 countries were visited by at least one of them. 2. USA (in
                            ROW) is the only country that was visited by all three of them. 3. China (in Asia) is
                            the only country that was visited by both Dheeraj and Nitesh, but not by Samantha. 4.
                            France (in Europe) is the only country outside Asia, which was visited by both Dheeraj and
                            Samantha, but not by Nitesh. 5. Half of the countries visited by both Samantha and
                            Nitesh are in Europe.","How many countries in Asia were visited by at least one of Dheeraj, Samantha and Nitesh?",,,,,Numerical,3,images\2024_slot1_scen2_1.jpg,,,
2024,1,DI-LR,"The chart below provides complete information about the number of countries
                            visited by Dheeraj, Samantha and Nitesh, in Asia, Europe and the rest of the world
                            (ROW). The following additional facts are known about the countries visited
                            by them. 1. 32 countries were visited by at least one of them. 2. USA (in
                            ROW) is the only country that was visited by all three of them. 3. China (in Asia) is
                            the only country that was visited by both Dheeraj and Nitesh, but not by Samantha. 4.
                            France (in Europe) is the only country outside Asia, which was visited by both Dheeraj and
                            Samantha, but not by Nitesh. 5. Half of the countries visited by both Samantha and
                            Nitesh are in Europe.",How many countries in Europe were visited only by Nitesh?,,,,,Numerical,2,images\2024_slot1_scen2_1.jpg,,,
2024,1,DI-LR,"The chart below provides complete information about the number of countries
                            visited by Dheeraj, Samantha and Nitesh, in Asia, Europe and the rest of the world
                            (ROW). The following additional facts are known about the countries visited
                            by them. 1. 32 countries were visited by at least one of them. 2. USA (in
                            ROW) is the only country that was visited by all three of them. 3. China (in Asia) is
                            the only country that was visited by both Dheeraj and Nitesh, but not by Samantha. 4.
                            France (in Europe) is the only country outside Asia, which was visited by both Dheeraj and
                            Samantha, but not by Nitesh. 5. Half of the countries visited by both Samantha and
                            Nitesh are in Europe.",How many countries in the ROW were visited by both Nitesh and Samantha?,,,,,Numerical,4,images\2024_slot1_scen2_1.jpg,,,
2024,1,DI-LR,"The game of QUIET is played between two teams. Six teams, numbered 1, 2, 3, 4,
                            5, and 6, play in a QUIET tournament. These teams are divided equally into two groups. In
                            the tournament, each team plays every other team in the same group only once, and each team
                            in the other group exactly twice. The tournament has several rounds, each of which consists
                            of a few games. Every team plays exactly one game in each round. The following
                            additional facts are known about the schedule of games in the tournament. 1. Each team
                            played against a team from the other group in Round 8. 2. In Round 4 and Round 7, the
                            match-ups, that is the pair of teams playing against each other, were identical. In Round 5
                            and Round 8, the match-ups were identical. 3. Team 4 played Team 6 in both Round 1 and
                            Round 2. 4. Team 1 played Team 5 ONLY once and that was in Round 2. 5. Team 3
                            played Team 4 in Round 3. Team 1 played Team 6 in Round 6. 6. In Round 8, Team 3
                            played Team 6, while Team 2 played Team 5.",How many rounds were there in the tournament?,,,,,Numerical,8,,,,
2024,1,DI-LR,"The game of QUIET is played between two teams. Six teams, numbered 1, 2, 3, 4,
                            5, and 6, play in a QUIET tournament. These teams are divided equally into two groups. In
                            the tournament, each team plays every other team in the same group only once, and each team
                            in the other group exactly twice. The tournament has several rounds, each of which consists
                            of a few games. Every team plays exactly one game in each round. The following
                            additional facts are known about the schedule of games in the tournament. 1. Each team
                            played against a team from the other group in Round 8. 2. In Round 4 and Round 7, the
                            match-ups, that is the pair of teams playing against each other, were identical. In Round 5
                            and Round 8, the match-ups were identical. 3. Team 4 played Team 6 in both Round 1 and
                            Round 2. 4. Team 1 played Team 5 ONLY once and that was in Round 2. 5. Team 3
                            played Team 4 in Round 3. Team 1 played Team 6 in Round 6. 6. In Round 8, Team 3
                            played Team 6, while Team 2 played Team 5.",What is the number of the team that played Team 1 in Round 5?,,,,,Numerical,4,,,,
2024,1,DI-LR,"The game of QUIET is played between two teams. Six teams, numbered 1, 2, 3, 4,
                            5, and 6, play in a QUIET tournament. These teams are divided equally into two groups. In
                            the tournament, each team plays every other team in the same group only once, and each team
                            in the other group exactly twice. The tournament has several rounds, each of which consists
                            of a few games. Every team plays exactly one game in each round. The following
                            additional facts are known about the schedule of games in the tournament. 1. Each team
                            played against a team from the other group in Round 8. 2. In Round 4 and Round 7, the
                            match-ups, that is the pair of teams playing against each other, were identical. In Round 5
                            and Round 8, the match-ups were identical. 3. Team 4 played Team 6 in both Round 1 and
                            Round 2. 4. Team 1 played Team 5 ONLY once and that was in Round 2. 5. Team 3
                            played Team 4 in Round 3. Team 1 played Team 6 in Round 6. 6. In Round 8, Team 3
                            played Team 6, while Team 2 played Team 5.",What is the number of the team that played Team 1 in Round 7?,,,,,Numerical,3,,,,
2024,1,DI-LR,"The game of QUIET is played between two teams. Six teams, numbered 1, 2, 3, 4,
                            5, and 6, play in a QUIET tournament. These teams are divided equally into two groups. In
                            the tournament, each team plays every other team in the same group only once, and each team
                            in the other group exactly twice. The tournament has several rounds, each of which consists
                            of a few games. Every team plays exactly one game in each round. The following
                            additional facts are known about the schedule of games in the tournament. 1. Each team
                            played against a team from the other group in Round 8. 2. In Round 4 and Round 7, the
                            match-ups, that is the pair of teams playing against each other, were identical. In Round 5
                            and Round 8, the match-ups were identical. 3. Team 4 played Team 6 in both Round 1 and
                            Round 2. 4. Team 1 played Team 5 ONLY once and that was in Round 2. 5. Team 3
                            played Team 4 in Round 3. Team 1 played Team 6 in Round 6. 6. In Round 8, Team 3
                            played Team 6, while Team 2 played Team 5.",What is the number of the team that played Team 6 in Round 3?,,,,,Numerical,5,,,,
2024,1,DI-LR,"The chart below shows the price data for seven shares â A, B, C, D, E, F, and G
                            as a candlestick plot for a particular day. The vertical axis shows the price of the share
                            in rupees. A share whose closing price (price at the end of the day) is more than its
                            opening price (price at the start of the day) is called a bullish share; otherwise, it is
                            called a bearish share. All bullish and bearish shares are shown in green and red colour
                            respectively.","Daily Share Price Variability (SPV) is defined as (Day's high price - Day's low price) /
                                (Average of the opening and closing prices during the day). How many shares had an SPV
                                greater than 0.5 on that day?",,,,,Numerical,4,images\2024_slot1_scen4_1.jpg,,,
2024,2,DI-LR,"The above is a schematic diagram of walkways (indicated by all the
                            straight-lines) and lakes (3 of them, each in the shape of rectangles â shaded in the
                            diagram) of a gated area. Different points on the walkway are indicated by letters (A
                            through P) with distances being OP = 150 m, ON = MN = 300 m, ML = 400 m, EL = 200 m, DE =
                            400 m. The following additional information about the facilities in the area is
                            known. 1. The only entry/exit point is at C. 2. There are many residences within
                            the gated area; all of them are located on the path AH and ML with four of them being at A,
                            H, M, and L. 3. The post office is located at P and the bank is located at B.","One resident takes a walk within the gated area starting from A and returning to A
                                without going through any point (other than A) more than once. What is the maximum
                                distance (in m) she can walk in this way?",,,,,Numerical,5100,images\2024_slot2_scen1_1.jpg,,,
2024,2,DI-LR,"The above is a schematic diagram of walkways (indicated by all the
                            straight-lines) and lakes (3 of them, each in the shape of rectangles â shaded in the
                            diagram) of a gated area. Different points on the walkway are indicated by letters (A
                            through P) with distances being OP = 150 m, ON = MN = 300 m, ML = 400 m, EL = 200 m, DE =
                            400 m. The following additional information about the facilities in the area is
                            known. 1. The only entry/exit point is at C. 2. There are many residences within
                            the gated area; all of them are located on the path AH and ML with four of them being at A,
                            H, M, and L. 3. The post office is located at P and the bank is located at B.","Visitors coming for morning walks are allowed to enter as long as they do not pass by any
                                of the residences and do not cross any point (except C) more than once. What is the
                                maximum distance (in m) that such a visitor can walk within the gated area?",,,,,Numerical,3500,images\2024_slot2_scen1_1.jpg,,,
2024,2,DI-LR,"Eight gymnastics players numbered 1 through 8 underwent a training camp where
                            they were coached by three coaches - Xena, Yuki, and Zara. Each coach trained at least two
                            players. Yuki trained only even numbered players, while Zara trained only odd numbered
                            players. After the camp, the coaches evaluated the players and gave integer ratings to the
                            respective players trained by them on a scale of 1 to 7, with 1 being the lowest rating and
                            7 the highest. The following additional information is known. 1. Xena
                            trained more players than Yuki. 2. Player-1 and Player-4 were trained by the same
                            coach, while the coaches who trained Player-2, Player-3 and Player-5 were all
                            different. 3. Player-5 and Player-7 were trained by the same coach and got the same
                            rating. All other players got a unique rating. 4. The average of the ratings of all the
                            players was 4. 5. Player-2 got the highest rating. 6. The average of the ratings
                            of the players trained by Yuki was twice that of the players trained by Xena and two more
                            than that of the players trained by Zara. 7. Player-4's rating was double of
                            Player-8's and less than Player-5's.",What was the rating of Player-7?,,,,,Numerical,4,,,,
2024,2,DI-LR,"Eight gymnastics players numbered 1 through 8 underwent a training camp where
                            they were coached by three coaches - Xena, Yuki, and Zara. Each coach trained at least two
                            players. Yuki trained only even numbered players, while Zara trained only odd numbered
                            players. After the camp, the coaches evaluated the players and gave integer ratings to the
                            respective players trained by them on a scale of 1 to 7, with 1 being the lowest rating and
                            7 the highest. The following additional information is known. 1. Xena
                            trained more players than Yuki. 2. Player-1 and Player-4 were trained by the same
                            coach, while the coaches who trained Player-2, Player-3 and Player-5 were all
                            different. 3. Player-5 and Player-7 were trained by the same coach and got the same
                            rating. All other players got a unique rating. 4. The average of the ratings of all the
                            players was 4. 5. Player-2 got the highest rating. 6. The average of the ratings
                            of the players trained by Yuki was twice that of the players trained by Xena and two more
                            than that of the players trained by Zara. 7. Player-4's rating was double of
                            Player-8's and less than Player-5's.",What was the rating of Player-6?,,,,,Numerical,5,,,,
2024,2,DI-LR,"Eight gymnastics players numbered 1 through 8 underwent a training camp where
                            they were coached by three coaches - Xena, Yuki, and Zara. Each coach trained at least two
                            players. Yuki trained only even numbered players, while Zara trained only odd numbered
                            players. After the camp, the coaches evaluated the players and gave integer ratings to the
                            respective players trained by them on a scale of 1 to 7, with 1 being the lowest rating and
                            7 the highest. The following additional information is known. 1. Xena
                            trained more players than Yuki. 2. Player-1 and Player-4 were trained by the same
                            coach, while the coaches who trained Player-2, Player-3 and Player-5 were all
                            different. 3. Player-5 and Player-7 were trained by the same coach and got the same
                            rating. All other players got a unique rating. 4. The average of the ratings of all the
                            players was 4. 5. Player-2 got the highest rating. 6. The average of the ratings
                            of the players trained by Yuki was twice that of the players trained by Xena and two more
                            than that of the players trained by Zara. 7. Player-4's rating was double of
                            Player-8's and less than Player-5's.",For how many players the ratings can be determined with certainty?,,,,,Numerical,6,,,,
2024,2,DI-LR,"The numbers 1, 2, 3, 4, 5, 6, 7, 8, 9, and 10 are placed in ten slots of the
                            following grid based on the conditions below. 1. Numbers in any row appear in an increasing order from left
                            to right. 2. Numbers in any column appear in a decreasing order from top to
                            bottom. 3. 1 is placed either in the same row or in the same column as 10. 4.
                            Neither 2 nor 3 is placed in the same row or in the same column as 10. 5. Neither 7
                            nor 8 is placed in the same row or in the same column as 9. 6. 4 and 6 are placed in
                            the same row.",What is the row number which has the least sum of numbers placed in that row?,,,,,Numerical,4,images\2024_slot2_scen3_1.jpg,,,
2024,2,DI-LR,"The numbers 1, 2, 3, 4, 5, 6, 7, 8, 9, and 10 are placed in ten slots of the
                            following grid based on the conditions below. 1. Numbers in any row appear in an increasing order from left
                            to right. 2. Numbers in any column appear in a decreasing order from top to
                            bottom. 3. 1 is placed either in the same row or in the same column as 10. 4.
                            Neither 2 nor 3 is placed in the same row or in the same column as 10. 5. Neither 7
                            nor 8 is placed in the same row or in the same column as 9. 6. 4 and 6 are placed in
                            the same row.","For how many slots in the grid, placement of numbers CANNOT be determined with certainty?",,,,,Numerical,2,images\2024_slot2_scen3_1.jpg,,,
2024,2,DI-LR,"The numbers 1, 2, 3, 4, 5, 6, 7, 8, 9, and 10 are placed in ten slots of the
                            following grid based on the conditions below. 1. Numbers in any row appear in an increasing order from left
                            to right. 2. Numbers in any column appear in a decreasing order from top to
                            bottom. 3. 1 is placed either in the same row or in the same column as 10. 4.
                            Neither 2 nor 3 is placed in the same row or in the same column as 10. 5. Neither 7
                            nor 8 is placed in the same row or in the same column as 9. 6. 4 and 6 are placed in
                            the same row.",What is the sum of the numbers placed in Column 4?,,,,,Numerical,26,images\2024_slot2_scen3_1.jpg,,,
2024,2,DI-LR,"An online e-commerce firm receives daily integer product ratings from 1 through
                            5 given by buyers. The daily average is the average of the ratings given on that day. The
                            cumulative average is the average of all ratings given on or before that day. The
                            rating system began on Day 1, and the cumulative averages were 3 and 3.1 at the end of Day 1
                            and Day 2, respectively. The distribution of ratings on Day 2 is given in the figure
                            below. The following information is known about ratings on Day
                            3. 1. 100 buyers gave product ratings on Day 3. 2. The modes of the product
                            ratings were 4 and 5. 3. The numbers of buyers giving each product rating are non-zero
                            multiples of 10. 4. The same number of buyers gave product ratings of 1 and 2, and that
                            number is half the number of buyers who gave a rating of 3.",How many buyers gave ratings on Day 1?,,,,,Numerical,150,images\2024_slot2_scen4_1.jpg,,,
2024,2,DI-LR,"An online e-commerce firm receives daily integer product ratings from 1 through
                            5 given by buyers. The daily average is the average of the ratings given on that day. The
                            cumulative average is the average of all ratings given on or before that day. The
                            rating system began on Day 1, and the cumulative averages were 3 and 3.1 at the end of Day 1
                            and Day 2, respectively. The distribution of ratings on Day 2 is given in the figure
                            below. The following information is known about ratings on Day
                            3. 1. 100 buyers gave product ratings on Day 3. 2. The modes of the product
                            ratings were 4 and 5. 3. The numbers of buyers giving each product rating are non-zero
                            multiples of 10. 4. The same number of buyers gave product ratings of 1 and 2, and that
                            number is half the number of buyers who gave a rating of 3.",What is the median of all ratings given on Day 3?,,,,,Numerical,4,images\2024_slot2_scen4_1.jpg,,,
2024,3,DI-LR,"The table given below shows the amount, in grams, of carbohydrate, protein, fat
                            and all other nutrients, per 100 grams of nutrients in seven foodgrains. The first column
                            shows the foodgrain category and the second column its codename. The table has some missing
                            values. The following additional facts are known. 1. Both the
                            pseudo-cereals had higher amounts of carbohydrate as well as higher amounts of protein than
                            any millet. 2. Both the cereals had higher amounts of carbohydrate than any
                            pseudo-cereal. 3. All the missing values of carbohydrate amounts (in grams) for all the
                            foodgrains are non-zero multiples of 5. 4. All the missing values of protein, fat and
                            other nutrients amounts (in grams) for all the foodgrains are non-zero multiples of
                            4. 5. P1 contained double the amount of protein that M3 contains.","How many foodgrains had a higher amount of carbohydrate per 100 grams of nutrients than
                                M1?",,,,,Numerical,5,images\2024_slot3_scen1_1.jpg,,,
2024,3,DI-LR,"The table given below shows the amount, in grams, of carbohydrate, protein, fat
                            and all other nutrients, per 100 grams of nutrients in seven foodgrains. The first column
                            shows the foodgrain category and the second column its codename. The table has some missing
                            values. The following additional facts are known. 1. Both the
                            pseudo-cereals had higher amounts of carbohydrate as well as higher amounts of protein than
                            any millet. 2. Both the cereals had higher amounts of carbohydrate than any
                            pseudo-cereal. 3. All the missing values of carbohydrate amounts (in grams) for all the
                            foodgrains are non-zero multiples of 5. 4. All the missing values of protein, fat and
                            other nutrients amounts (in grams) for all the foodgrains are non-zero multiples of
                            4. 5. P1 contained double the amount of protein that M3 contains.",How many grams of protein were there in 100 grams of nutrients in M2?,,,,,Numerical,12,images\2024_slot3_scen1_1.jpg,,,
2024,3,DI-LR,"The table given below shows the amount, in grams, of carbohydrate, protein, fat
                            and all other nutrients, per 100 grams of nutrients in seven foodgrains. The first column
                            shows the foodgrain category and the second column its codename. The table has some missing
                            values. The following additional facts are known. 1. Both the
                            pseudo-cereals had higher amounts of carbohydrate as well as higher amounts of protein than
                            any millet. 2. Both the cereals had higher amounts of carbohydrate than any
                            pseudo-cereal. 3. All the missing values of carbohydrate amounts (in grams) for all the
                            foodgrains are non-zero multiples of 5. 4. All the missing values of protein, fat and
                            other nutrients amounts (in grams) for all the foodgrains are non-zero multiples of
                            4. 5. P1 contained double the amount of protein that M3 contains.",How many grams of other nutrients were there in 100 grams of nutrients in M3?,,,,,Numerical,24,images\2024_slot3_scen1_1.jpg,,,
2024,3,DI-LR,"The table given below shows the amount, in grams, of carbohydrate, protein, fat
                            and all other nutrients, per 100 grams of nutrients in seven foodgrains. The first column
                            shows the foodgrain category and the second column its codename. The table has some missing
                            values. The following additional facts are known. 1. Both the
                            pseudo-cereals had higher amounts of carbohydrate as well as higher amounts of protein than
                            any millet. 2. Both the cereals had higher amounts of carbohydrate than any
                            pseudo-cereal. 3. All the missing values of carbohydrate amounts (in grams) for all the
                            foodgrains are non-zero multiples of 5. 4. All the missing values of protein, fat and
                            other nutrients amounts (in grams) for all the foodgrains are non-zero multiples of
                            4. 5. P1 contained double the amount of protein that M3 contains.","What is the median of the number of grams of protein in 100 grams of nutrients among
                                these food grains?",,,,,Numerical,12,images\2024_slot3_scen1_1.jpg,,,
2024,3,DI-LR,"The air-conditioner (AC) in a large room can be operated either in REGULAR mode
                            or in POWER mode to reduce the temperature. If the AC operates in REGULAR mode,
                            then it brings down the temperature inside the room (called inside temperature) at a
                            constant rate to the set temperature in 1 hour. If it operates in POWER mode, then this is
                            achieved in 30 minutes. If the AC is switched off, then the inside temperature
                            rises at a constant rate so as to reach the temperature outside at the time of switching off
                            in 1 hour. The temperature outside has been falling at a constant rate from 7 pm
                            onward until 3 am on a particular night. The following graph shows the inside temperature
                            between 11 pm (23:00) and 2 am (2:00) that night. The following facts are known about the AC operation that
                            night. â¢ The AC was turned on for the first time that night at 11 pm (23:00). â¢ The AC setting was changed (including turning it on/off, and/or setting different
                            temperatures) only at the beginning of the hour or at 30 minutes after the hour. â¢ The
                            AC was used in POWER mode for longer duration than in REGULAR mode during this 3-hour
                            period.","What was the temperature outside, in degree Celsius, at 1 am?",,,,,Numerical,34,images\2024_slot3_scen3_1.jpg,,,
2024,3,DI-LR,"The air-conditioner (AC) in a large room can be operated either in REGULAR mode
                            or in POWER mode to reduce the temperature. If the AC operates in REGULAR mode,
                            then it brings down the temperature inside the room (called inside temperature) at a
                            constant rate to the set temperature in 1 hour. If it operates in POWER mode, then this is
                            achieved in 30 minutes. If the AC is switched off, then the inside temperature
                            rises at a constant rate so as to reach the temperature outside at the time of switching off
                            in 1 hour. The temperature outside has been falling at a constant rate from 7 pm
                            onward until 3 am on a particular night. The following graph shows the inside temperature
                            between 11 pm (23:00) and 2 am (2:00) that night. The following facts are known about the AC operation that
                            night. â¢ The AC was turned on for the first time that night at 11 pm (23:00). â¢ The AC setting was changed (including turning it on/off, and/or setting different
                            temperatures) only at the beginning of the hour or at 30 minutes after the hour. â¢ The
                            AC was used in POWER mode for longer duration than in REGULAR mode during this 3-hour
                            period.","What was the temperature outside, in degree Celsius, at 9 pm?",,,,,Numerical,42,images\2024_slot3_scen3_1.jpg,,,
2024,3,DI-LR,"The air-conditioner (AC) in a large room can be operated either in REGULAR mode
                            or in POWER mode to reduce the temperature. If the AC operates in REGULAR mode,
                            then it brings down the temperature inside the room (called inside temperature) at a
                            constant rate to the set temperature in 1 hour. If it operates in POWER mode, then this is
                            achieved in 30 minutes. If the AC is switched off, then the inside temperature
                            rises at a constant rate so as to reach the temperature outside at the time of switching off
                            in 1 hour. The temperature outside has been falling at a constant rate from 7 pm
                            onward until 3 am on a particular night. The following graph shows the inside temperature
                            between 11 pm (23:00) and 2 am (2:00) that night. The following facts are known about the AC operation that
                            night. â¢ The AC was turned on for the first time that night at 11 pm (23:00). â¢ The AC setting was changed (including turning it on/off, and/or setting different
                            temperatures) only at the beginning of the hour or at 30 minutes after the hour. â¢ The
                            AC was used in POWER mode for longer duration than in REGULAR mode during this 3-hour
                            period.","What was the maximum difference between temperature outside and inside temperature, in
                                degree Celsius, between 11:01 pm and 1:59 am?",,,,,Numerical,10,images\2024_slot3_scen3_1.jpg,,,
2024,3,DI-LR,"Out of 10 countries -- Country 1 through Country 10 -- Country 9 has the
                            highest gross domestic product (GDP), and Country 10 has the highest GDP per capita. GDP per
                            capita is the GDP of a country divided by its population. The table below provides the
                            following data about Country 1 through Country 8 for the year 2024. â¢ Column 1
                            gives the country's identity. â¢ Column 2 gives the country's GDP as a fraction of the
                            GDP of Country 9. â¢ Column 3 gives the country's GDP per capita as a fraction of the
                            GDP per capita of Country 10. â¢ Column 4 gives the country's annual GDP growth
                            rate. â¢ Column 5 gives the country's annual population growth rate. Assume that the GDP growth rates and population growth rates
                            of the countries will remain constant for the next three years.","For how many countries among Country 1 through Country 8 will the GDP per capita in 2027
                                be lower than that in 2024?",,,,,Numerical,0,images\2024_slot3_scen4_1.jpg,,,
2024,3,DI-LR,"The figure below shows a network with three parallel roads represented by
                            horizontal lines R-A, R-B, and R-C and another three parallel roads represented by vertical
                            lines V1, V2, and V3. The figure also shows the distance (in km) between two adjacent
                            intersections. Six ATMs are placed at six of the nine road intersections. Each ATM has a
                            distinct integer cash requirement (in Rs. Lakhs), and the numbers at the end of each line in
                            the figure indicate the total cash requirements of all ATMs placed on the corresponding
                            road. For example, the total cash requirement of the ATM(s) placed on road R-A is Rs. 22
                            Lakhs. The following additional information is known. 1. The ATMs with the
                            minimum and maximum cash requirements of Rs. 7 Lakhs and Rs. 15 Lakhs are placed on the same
                            road. 2. The road distance between the ATM with the second highest cash requirement and
                            the ATM located at the intersection of R-C and V3 is 12 km.",How many ATMs have cash requirements of Rs. 10 Lakhs or more?,,,,,Numerical,3,images\2024_slot3_scen5_1.jpg,,,
2024,3,DI-LR,"The figure below shows a network with three parallel roads represented by
                            horizontal lines R-A, R-B, and R-C and another three parallel roads represented by vertical
                            lines V1, V2, and V3. The figure also shows the distance (in km) between two adjacent
                            intersections. Six ATMs are placed at six of the nine road intersections. Each ATM has a
                            distinct integer cash requirement (in Rs. Lakhs), and the numbers at the end of each line in
                            the figure indicate the total cash requirements of all ATMs placed on the corresponding
                            road. For example, the total cash requirement of the ATM(s) placed on road R-A is Rs. 22
                            Lakhs. The following additional information is known. 1. The ATMs with the
                            minimum and maximum cash requirements of Rs. 7 Lakhs and Rs. 15 Lakhs are placed on the same
                            road. 2. The road distance between the ATM with the second highest cash requirement and
                            the ATM located at the intersection of R-C and V3 is 12 km.","What is the number of ATMs whose locations and cash requirements can both be uniquely
                                determined?",,,,,Numerical,3,images\2024_slot3_scen5_1.jpg,,,
2022,1,Quant,,"Let ABCD be a parallelogram such that the coordinates of its three vertices A, B, C are
                                (1, 1), (3, 4) and (â2, 8), respectively. Then, the coordinates of the vertex D are","(-4,5)","(4, 5)","(-3,4)","(0, 11)",MCQ,A,,,,
2022,1,Quant,,"A mixture contains lemon juice and sugar syrup in equal proportion. If a new mixture is
                                created by adding this mixture and sugar syrup in the ratio 1 : 3, then the ratio of
                                lemon juice and sugar syrup in the new mixture is",01:06,01:04,01:05,01:07,MCQ,D,,,,
2022,1,Quant,,"Let \(a, b, c\) be non-zero real numbers such that \(b^2 \lt 4 a c\), and \(f(x)=a x^2+b
                                x+c\). If the set \(S\) consists of al integers \(m\) such that \(f(m)\lt0\), then the
                                set \(S\) must necessarily be",the set of all integers,either the empty set or the set of all integers,the empty set,the set of all positive integers,MCQ,B,,,,
2022,1,Quant,,"Trains A and B start traveling at the same time towards each other with constant speeds
                                from stations X and Y, respectively. Train A reaches station Y in 10 minutes while train
                                B takes 9 minutes to reach station X after meeting train A. Then the total time taken,
                                in minutes, by train B to travel from station Y to station X is",15,12,6,10,MCQ,A,,,,
2022,1,Quant,,"The average of three integers is 13 . When a natural number \(n\) is included, the
                                average of these four integers remains an odd integer. The minimum possible value of
                                \(n\) is",3,4,5,1,MCQ,C,,,,
2022,1,Quant,,"Ankita buys 4 kg cashews, 14 kg peanuts and 6 kg almonds when the cost of 7 kg cashews is
                                the same as that of 30 kg peanuts or 9 kg almonds. She mixes all the three nuts and
                                marks a price for the mixture in order to make a profit of â¹1752. She sells 4 kg of the
                                mixture at this marked price and the remaining at a 20% discount on the marked price,
                                thus making a total profit of â¹744. Then the amount, in rupees, that she had spent in
                                buying almonds is",1440,1176,1680,2520,MCQ,C,,,,
2022,1,Quant,,"The largest real value of \(a\) for which the equation \(|x+a|+|x-1|=2\) has an infinite
                                number of solutions for \(x\) is",-1,0,1,2,MCQ,C,,,,
2022,1,Quant,,"Let \(a\) and \(b\) be natural numbers. If \(a^2+a b+a=14\) and \(b^2+a b+b=28\), then
                                \((2 a+b)\) equals",7,10,9,8,MCQ,D,,,,
2022,1,Quant,,"Alex invested his savings in two parts. The simple interest earned on the first part at
                                15% per annum for 4 years is the same as the simple interest earned on the second part
                                at 12% per annum for 3 years. Then, the percentage of his savings invested in the first
                                part is",62.50%,37.50%,60%,40%,MCQ,B,,,,
2022,1,Quant,,"In a class of 100 students, 73 like coffee, 80 like tea and 52 like lemonade. It may be
                                possible that some students do not like any of these three drinks. Then the difference
                                between the maximum and minimum possible number of students who like all the three
                                drinks is",48,53,47,52,MCQ,C,,,,
2022,1,Quant,,"For any natural number \(n\), suppose the sum of the first \(n\) terms of an arithmetic
                                progression is \(\left(n+2 n^2\right)\). If the \(n^{\text {th }}\) term of the
                                progression is divisible by 9 , then the smallest possible value of \(n\) is",4,8,7,9,MCQ,C,,,,
